regione;codStaz;annoI;annoF;parametro;maxPerc
toscana;991;1961;1993;tmin;90
toscana;392;1961;1994;tmax;95
toscana;392;1961;1994;tmin;95
toscana;857;1961;1994;tmax;95
toscana;857;1961;1994;tmin;95
toscana;684;1961;1995;tmax;95
toscana;684;1961;1995;tmin;95
toscana;632;1961;1996;tmax;95
toscana;632;1961;1996;tmin;95
toscana;418;1961;1997;tmax;95
toscana;418;1961;1997;tmin;95
toscana;435;1961;1997;tmax;95
toscana;435;1961;1997;tmin;95
toscana;447;1961;1997;tmax;95
toscana;447;1961;1997;tmin;95
toscana;461;1961;1997;tmax;95
toscana;461;1961;1997;tmin;95
toscana;508;1961;1997;tmax;95
toscana;508;1961;1997;tmin;95
toscana;595;1961;1997;tmax;95
toscana;595;1961;1997;tmin;95
toscana;625;1961;1997;tmax;90
toscana;625;1961;1997;tmin;90
toscana;758;1961;1997;tmax;95
toscana;758;1961;1997;tmin;95
toscana;763;1961;1997;tmax;100
toscana;763;1961;1997;tmin;100
toscana;870;1961;1997;tmax;95
toscana;870;1961;1997;tmin;95
toscana;876;1961;1997;tmax;90
toscana;876;1961;1997;tmin;90
toscana;929;1961;1997;tmax;80
toscana;929;1961;1997;tmin;80
toscana;937;1961;1997;tmax;95
toscana;937;1961;1997;tmin;95
toscana;956;1961;1997;tmax;95
toscana;956;1961;1997;tmin;95
toscana;976;1961;1997;tmax;95
toscana;976;1961;1997;tmin;95
toscana;373;1961;1999;tmax;90
toscana;373;1961;1999;tmin;90
toscana;491;1961;1999;tmax;95
toscana;491;1961;1999;tmin;95
toscana;704;1961;1999;tmax;95
toscana;704;1961;1999;tmin;95
toscana;979;1961;1999;tmax;95
toscana;979;1961;1999;tmin;95
toscana;474;1961;2000;tmax;90
toscana;474;1961;2000;tmin;90
toscana;549;1961;2000;tmax;95
toscana;549;1961;2000;tmin;95
toscana;712;1961;2000;tmax;95
toscana;712;1961;2000;tmin;95
toscana;839;1961;2000;tmax;90
toscana;839;1961;2000;tmin;90
toscana;17;1961;2015;tmax;95
toscana;17;1961;2015;tmin;95
toscana;464;1961;2015;tmax;100
toscana;464;1961;2015;tmin;100
toscana;789;1962;2000;tmax;95
toscana;789;1962;2000;tmin;95
toscana;847;1968;1997;tmax;80
toscana;847;1968;1997;tmin;80
toscana;365;1970;2013;tmax;100
toscana;365;1970;2013;tmin;100
toscana;538;1972;1997;tmax;95
toscana;538;1972;1997;tmin;95
toscana;739;1985;1997;tmax;95
toscana;739;1985;1997;tmin;95
toscana;887;1985;2001;tmax;95
toscana;887;1985;2001;tmin;95
toscana;29;1992;2013;tmax;95
toscana;29;1992;2013;tmin;95
toscana;27;1992;2015;tmax;100
toscana;27;1992;2015;tmin;100
toscana;28;1992;2015;tmax;95
toscana;28;1992;2015;tmin;95
toscana;30;1992;2015;tmax;95
toscana;30;1992;2015;tmin;95
toscana;49;1993;2013;tmax;95
toscana;49;1993;2013;tmin;95
toscana;57;1993;2015;tmax;95
toscana;57;1993;2015;tmin;95
toscana;58;1993;2015;tmax;95
toscana;58;1993;2015;tmin;95
toscana;232;1996;2015;tmax;100
toscana;232;1996;2015;tmin;100
toscana;55;1998;2015;tmax;100
toscana;55;1998;2015;tmin;100
toscana;238;1999;2015;tmax;85
toscana;238;1999;2015;tmin;85
toscana;239;1999;2015;tmax;90
toscana;239;1999;2015;tmin;90
toscana;10;2000;2015;tmax;95
toscana;10;2000;2015;tmin;95
toscana;204;2000;2015;tmax;85
toscana;204;2000;2015;tmin;85
toscana;23;2000;2015;tmax;100
toscana;23;2000;2015;tmin;100
toscana;25;2000;2015;tmax;100
toscana;25;2000;2015;tmin;100
toscana;37;2000;2015;tmax;100
toscana;37;2000;2015;tmin;100
toscana;39;2000;2015;tmax;100
toscana;39;2000;2015;tmin;100
toscana;7;2000;2015;tmax;100
toscana;7;2000;2015;tmin;100
toscana;72;2000;2015;tmax;95
toscana;72;2000;2015;tmin;95
toscana;76;2000;2015;tmax;95
toscana;76;2000;2015;tmin;95
toscana;65;2001;2013;tmax;100
toscana;65;2001;2013;tmin;100
toscana;83;2001;2013;tmin;100
toscana;88;2001;2013;tmax;90
toscana;88;2001;2013;tmin;90
toscana;141;2001;2015;tmax;95
toscana;141;2001;2015;tmin;95
toscana;15;2001;2015;tmax;100
toscana;15;2001;2015;tmin;100
toscana;160;2001;2015;tmax;100
toscana;160;2001;2015;tmin;100
toscana;78;2001;2015;tmax;90
toscana;78;2001;2015;tmin;90
toscana;79;2001;2015;tmax;95
toscana;79;2001;2015;tmin;95
toscana;82;2001;2015;tmax;95
toscana;82;2001;2015;tmin;95
toscana;87;2001;2015;tmax;100
toscana;87;2001;2015;tmin;100
toscana;90;2001;2015;tmax;100
toscana;90;2001;2015;tmin;100
toscana;83;2002;2013;tmax;100
toscana;146;2002;2015;tmax;85
toscana;146;2002;2015;tmin;85
toscana;164;2002;2015;tmax;100
toscana;164;2002;2015;tmin;100
toscana;199;2002;2015;tmax;95
toscana;199;2002;2015;tmin;95
toscana;70;2002;2015;tmax;100
toscana;70;2002;2015;tmin;100
toscana;84;2002;2015;tmax;100
toscana;84;2002;2015;tmin;100
toscana;240;2003;2015;tmax;100
toscana;240;2003;2015;tmin;100
toscana;379;2004;2015;tmax;100
toscana;379;2004;2015;tmin;100
toscana;110;2005;2015;tmax;100
toscana;110;2005;2015;tmin;100
toscana;173;2005;2015;tmax;100
toscana;173;2005;2015;tmin;100
toscana;97;2005;2015;tmax;100
toscana;97;2005;2015;tmin;100
trentino;6534;1961;2004;tmax;100
trentino;6534;1961;2004;tmin;100
trentino;6507;1961;2005;tmax;90
trentino;6507;1961;2005;tmin;90
trentino;6538;1961;2005;tmax;95
trentino;6538;1961;2005;tmin;95
trentino;6549;1961;2005;tmax;95
trentino;6549;1961;2005;tmin;95
trentino;6524;1961;2007;tmax;85
trentino;6524;1961;2007;tmin;85
trentino;6546;1961;2007;tmax;95
trentino;6533;1961;2009;tmax;95
trentino;6533;1961;2009;tmin;95
trentino;6539;1961;2009;tmax;95
trentino;6525;1961;2010;tmax;90
trentino;6539;1961;2010;tmin;95
trentino;6543;1961;2011;tmax;85
trentino;6543;1961;2011;tmin;85
trentino;6525;1961;2015;tmin;90
trentino;6546;1961;2015;tmin;80
trentino;6513;1963;2003;tmax;80
trentino;6513;1963;2003;tmin;80
trentino;6527;1963;2004;tmax;100
trentino;6527;1963;2004;tmin;100
trentino;6514;1963;2010;tmax;90
trentino;6514;1963;2010;tmin;90
trentino;6521;1965;2015;tmax;90
trentino;6521;1965;2015;tmin;90
trentino;6575;1967;2006;tmax;95
trentino;6575;1967;2006;tmin;95
trentino;6526;1973;2010;tmax;90
trentino;6526;1973;2010;tmin;90
trentino;6586;1975;2001;tmax;85
trentino;6586;1975;2001;tmin;85
trentino;6579;1975;2003;tmax;95
trentino;6579;1975;2003;tmin;95
trentino;6580;1975;2003;tmax;95
trentino;6580;1975;2003;tmin;95
trentino;6581;1975;2003;tmax;90
trentino;6581;1975;2003;tmin;90
trentino;6604;1975;2005;tmax;100
trentino;6604;1975;2005;tmin;100
trentino;6605;1978;1990;tmax;100
trentino;6605;1978;1990;tmin;100
trentino;6620;1978;1991;tmax;100
trentino;6620;1978;1991;tmin;100
trentino;6582;1978;1993;tmax;95
trentino;6582;1978;1993;tmin;95
trentino;6548;1978;2003;tmax;100
trentino;6548;1978;2003;tmin;100
trentino;6606;1980;1998;tmax;100
trentino;6606;1980;1998;tmin;100
trentino;6547;1985;2009;tmax;95
trentino;6547;1985;2009;tmin;95
trentino;6600;1986;2004;tmax;100
trentino;6600;1986;2004;tmin;100
trentino;6532;1987;2003;tmax;100
trentino;6532;1987;2003;tmin;100
trentino;6614;1988;2003;tmax;100
trentino;6614;1988;2003;tmin;100
trentino;6536;1989;2001;tmax;100
trentino;6536;1989;2001;tmin;100
trentino;6569;1991;2006;tmax;90
trentino;6569;1991;2006;tmin;90
trentino;6528;1991;2010;tmax;85
trentino;6528;1991;2010;tmin;85
trentino;6541;1991;2012;tmax;90
trentino;6541;1991;2014;tmin;80
trentino;6577;1992;2004;tmax;100
trentino;6577;1992;2004;tmin;100
trentino;6594;1992;2005;tmax;90
trentino;6610;1992;2005;tmax;100
trentino;6610;1992;2005;tmin;100
trentino;6603;1992;2006;tmax;100
trentino;6603;1992;2006;tmin;100
trentino;6599;1992;2009;tmax;85
trentino;6599;1992;2009;tmin;85
trentino;6592;1992;2011;tmax;85
trentino;6592;1992;2011;tmin;85
trentino;6597;1992;2011;tmax;85
trentino;6597;1992;2011;tmin;85
trentino;6556;1995;2015;tmax;90
trentino;6556;1995;2015;tmin;90
trentino;6640;2002;2015;tmax;90
trentino;6640;2002;2015;tmin;90
umbria;2000;2004;2013;tmax;100
umbria;2000;2004;2013;tmin;100
umbria;773;2004;2013;tmax;100
umbria;773;2004;2013;tmin;100
umbria;1090;2004;2015;tmax;95
umbria;1090;2004;2015;tmin;95
umbria;1480;2004;2015;tmax;95
umbria;1480;2004;2015;tmin;95
umbria;1482;2004;2015;tmax;95
umbria;1482;2004;2015;tmin;95
umbria;1520;2004;2015;tmax;95
umbria;1520;2004;2015;tmin;95
umbria;1522;2004;2015;tmax;95
umbria;1522;2004;2015;tmin;95
umbria;1652;2004;2015;tmax;95
umbria;1652;2004;2015;tmin;95
umbria;1653;2004;2015;tmax;95
umbria;1653;2004;2015;tmin;95
umbria;1683;2004;2015;tmax;95
umbria;1683;2004;2015;tmin;95
umbria;2001;2004;2015;tmax;95
umbria;2001;2004;2015;tmin;95
umbria;2002;2004;2015;tmax;95
umbria;2002;2004;2015;tmin;95
umbria;2005;2004;2015;tmax;95
umbria;2005;2004;2015;tmin;95
umbria;2011;2004;2015;tmax;95
umbria;2011;2004;2015;tmin;95
umbria;252;2004;2015;tmax;95
umbria;252;2004;2015;tmin;95
umbria;264;2004;2015;tmax;95
umbria;264;2004;2015;tmin;95
umbria;265;2004;2015;tmax;95
umbria;265;2004;2015;tmin;95
umbria;266;2004;2015;tmax;95
umbria;266;2004;2015;tmin;95
umbria;267;2004;2015;tmax;95
umbria;267;2004;2015;tmin;95
umbria;268;2004;2015;tmax;95
umbria;268;2004;2015;tmin;95
umbria;269;2004;2015;tmax;95
umbria;269;2004;2015;tmin;95
umbria;270;2004;2015;tmax;95
umbria;270;2004;2015;tmin;95
umbria;301;2004;2015;tmax;95
umbria;301;2004;2015;tmin;95
umbria;3537;2004;2015;tmax;95
umbria;3537;2004;2015;tmin;95
umbria;3539;2004;2015;tmax;95
umbria;3539;2004;2015;tmin;95
umbria;3543;2004;2015;tmax;95
umbria;3543;2004;2015;tmin;95
umbria;3549;2004;2015;tmax;95
umbria;3549;2004;2015;tmin;95
umbria;4510;2004;2015;tmax;95
umbria;4510;2004;2015;tmin;95
umbria;453;2004;2015;tmax;95
umbria;453;2004;2015;tmin;95
umbria;742;2004;2015;tmax;95
umbria;742;2004;2015;tmin;95
umbria;748;2004;2015;tmax;95
umbria;748;2004;2015;tmin;95
umbria;792;2004;2015;tmax;95
umbria;792;2004;2015;tmin;95
umbria;794;2004;2015;tmax;95
umbria;794;2004;2015;tmin;95
umbria;796;2004;2015;tmax;95
umbria;796;2004;2015;tmin;95
umbria;799;2004;2015;tmax;95
umbria;799;2004;2015;tmin;95
umbria;804;2004;2015;tmax;95
umbria;804;2004;2015;tmin;95
umbria;807;2004;2015;tmax;95
umbria;807;2004;2015;tmin;95
umbria;813;2004;2015;tmax;95
umbria;813;2004;2015;tmin;95
umbria;1680;2005;2015;tmax;95
umbria;1680;2005;2015;tmin;95
umbria;2842;2005;2015;tmax;95
umbria;2842;2005;2015;tmin;95
umbria;3541;2005;2015;tmax;95
umbria;3541;2005;2015;tmin;95
umbria;3542;2005;2015;tmax;95
umbria;3542;2005;2015;tmin;95
umbria;3547;2005;2015;tmax;95
umbria;3547;2005;2015;tmin;95
umbria;3551;2005;2015;tmax;95
umbria;3551;2005;2015;tmin;95
umbria;3552;2005;2015;tmax;95
umbria;3552;2005;2015;tmin;95
umbria;4066;2005;2015;tmax;95
umbria;4066;2005;2015;tmin;95
umbria;636;2005;2015;tmax;95
umbria;636;2005;2015;tmin;95
veneto;84;1992;2013;tmax;100
veneto;84;1992;2013;tmin;100
veneto;119;1992;2015;tmax;100
veneto;119;1992;2015;tmin;100
veneto;15;1992;2015;tmax;100
veneto;15;1992;2015;tmin;100
veneto;152;1992;2015;tmax;100
veneto;152;1992;2015;tmin;100
veneto;17;1992;2015;tmax;100
veneto;17;1992;2015;tmin;100
veneto;183;1992;2015;tmax;95
veneto;183;1992;2015;tmin;95
veneto;19;1992;2015;tmax;100
veneto;19;1992;2015;tmin;100
veneto;2;1992;2015;tmax;100
veneto;2;1992;2015;tmin;100
veneto;22;1992;2015;tmax;100
veneto;22;1992;2015;tmin;100
veneto;223;1992;2015;tmax;95
veneto;223;1992;2015;tmin;95
veneto;224;1992;2015;tmax;100
veneto;224;1992;2015;tmin;100
veneto;225;1992;2015;tmax;100
veneto;225;1992;2015;tmin;100
veneto;228;1992;2015;tmax;100
veneto;228;1992;2015;tmin;100
veneto;232;1992;2015;tmax;100
veneto;232;1992;2015;tmin;100
veneto;233;1992;2015;tmax;100
veneto;233;1992;2015;tmin;100
veneto;234;1992;2015;tmax;100
veneto;234;1992;2015;tmin;100
veneto;236;1992;2015;tmax;95
veneto;236;1992;2015;tmin;95
veneto;24;1992;2015;tmax;100
veneto;24;1992;2015;tmin;100
veneto;241;1992;2015;tmax;100
veneto;241;1992;2015;tmin;100
veneto;242;1992;2015;tmax;85
veneto;242;1992;2015;tmin;85
veneto;243;1992;2015;tmax;90
veneto;243;1992;2015;tmin;90
veneto;244;1992;2015;tmax;100
veneto;244;1992;2015;tmin;100
veneto;245;1992;2015;tmax;95
veneto;245;1992;2015;tmin;95
veneto;247;1992;2015;tmax;100
veneto;247;1992;2015;tmin;100
veneto;248;1992;2015;tmax;100
veneto;248;1992;2015;tmin;100
veneto;249;1992;2015;tmax;100
veneto;249;1992;2015;tmin;100
veneto;25;1992;2015;tmax;100
veneto;25;1992;2015;tmin;100
veneto;250;1992;2015;tmax;100
veneto;250;1992;2015;tmin;100
veneto;252;1992;2015;tmax;95
veneto;252;1992;2015;tmin;95
veneto;254;1992;2015;tmax;100
veneto;254;1992;2015;tmin;100
veneto;256;1992;2015;tmax;100
veneto;256;1992;2015;tmin;100
veneto;257;1992;2015;tmax;100
veneto;257;1992;2015;tmin;100
veneto;258;1992;2015;tmax;95
veneto;258;1992;2015;tmin;95
veneto;259;1992;2015;tmax;100
veneto;259;1992;2015;tmin;100
veneto;260;1992;2015;tmax;100
veneto;260;1992;2015;tmin;100
veneto;27;1992;2015;tmax;100
veneto;27;1992;2015;tmin;100
veneto;28;1992;2015;tmax;100
veneto;28;1992;2015;tmin;100
veneto;29;1992;2015;tmax;100
veneto;29;1992;2015;tmin;100
veneto;33;1992;2015;tmax;100
veneto;33;1992;2015;tmin;100
veneto;35;1992;2015;tmax;100
veneto;35;1992;2015;tmin;100
veneto;36;1992;2015;tmax;100
veneto;36;1992;2015;tmin;100
veneto;37;1992;2015;tmax;100
veneto;37;1992;2015;tmin;100
veneto;39;1992;2015;tmax;100
veneto;39;1992;2015;tmin;100
veneto;4;1992;2015;tmax;100
veneto;4;1992;2015;tmin;100
veneto;40;1992;2015;tmax;100
veneto;40;1992;2015;tmin;100
veneto;41;1992;2015;tmax;90
veneto;41;1992;2015;tmin;90
veneto;42;1992;2015;tmax;100
veneto;42;1992;2015;tmin;100
veneto;43;1992;2015;tmax;100
veneto;43;1992;2015;tmin;100
veneto;44;1992;2015;tmax;100
veneto;44;1992;2015;tmin;100
veneto;45;1992;2015;tmax;100
veneto;45;1992;2015;tmin;100
veneto;46;1992;2015;tmax;100
veneto;46;1992;2015;tmin;100
veneto;49;1992;2015;tmax;100
veneto;49;1992;2015;tmin;100
veneto;5;1992;2015;tmax;100
veneto;5;1992;2015;tmin;100
veneto;52;1992;2015;tmax;100
veneto;52;1992;2015;tmin;100
veneto;53;1992;2015;tmax;100
veneto;53;1992;2015;tmin;100
veneto;54;1992;2015;tmax;95
veneto;54;1992;2015;tmin;95
veneto;55;1992;2015;tmax;100
veneto;55;1992;2015;tmin;100
veneto;56;1992;2015;tmax;100
veneto;56;1992;2015;tmin;100
veneto;58;1992;2015;tmax;100
veneto;58;1992;2015;tmin;100
veneto;63;1992;2015;tmax;95
veneto;63;1992;2015;tmin;95
veneto;65;1992;2015;tmax;95
veneto;65;1992;2015;tmin;95
veneto;66;1992;2015;tmax;90
veneto;66;1992;2015;tmin;90
veneto;69;1992;2015;tmax;100
veneto;69;1992;2015;tmin;100
veneto;70;1992;2015;tmax;100
veneto;70;1992;2015;tmin;100
veneto;71;1992;2015;tmax;100
veneto;71;1992;2015;tmin;100
veneto;72;1992;2015;tmax;100
veneto;72;1992;2015;tmin;100
veneto;73;1992;2015;tmax;100
veneto;73;1992;2015;tmin;100
veneto;74;1992;2015;tmax;95
veneto;74;1992;2015;tmin;95
veneto;75;1992;2015;tmax;95
veneto;75;1992;2015;tmin;95
veneto;76;1992;2015;tmax;100
veneto;76;1992;2015;tmin;100
veneto;77;1992;2015;tmax;100
veneto;77;1992;2015;tmin;100
veneto;78;1992;2015;tmax;95
veneto;78;1992;2015;tmin;95
veneto;8;1992;2015;tmax;100
veneto;8;1992;2015;tmin;100
veneto;82;1992;2015;tmax;100
veneto;82;1992;2015;tmin;100
veneto;85;1992;2015;tmax;100
veneto;85;1992;2015;tmin;100
veneto;87;1992;2015;tmax;100
veneto;87;1992;2015;tmin;100
veneto;89;1992;2015;tmax;100
veneto;89;1992;2015;tmin;100
veneto;91;1992;2015;tmax;100
veneto;91;1992;2015;tmin;100
veneto;98;1992;2015;tmax;100
veneto;98;1992;2015;tmin;100
veneto;181;1993;2013;tmax;100
veneto;181;1993;2013;tmin;100
veneto;182;1993;2013;tmax;95
veneto;182;1993;2013;tmin;95
veneto;1;1993;2015;tmax;100
veneto;1;1993;2015;tmin;100
veneto;10;1993;2015;tmax;100
veneto;10;1993;2015;tmin;100
veneto;109;1993;2015;tmax;100
veneto;109;1993;2015;tmin;100
veneto;11;1993;2015;tmax;95
veneto;11;1993;2015;tmin;95
veneto;110;1993;2015;tmax;100
veneto;110;1993;2015;tmin;100
veneto;111;1993;2015;tmax;100
veneto;111;1993;2015;tmin;100
veneto;116;1993;2015;tmax;100
veneto;116;1993;2015;tmin;100
veneto;117;1993;2015;tmax;100
veneto;117;1993;2015;tmin;100
veneto;12;1993;2015;tmax;95
veneto;12;1993;2015;tmin;95
veneto;13;1993;2015;tmax;100
veneto;13;1993;2015;tmin;100
veneto;14;1993;2015;tmax;100
veneto;14;1993;2015;tmin;100
veneto;16;1993;2015;tmax;95
veneto;16;1993;2015;tmin;95
veneto;18;1993;2015;tmax;100
veneto;18;1993;2015;tmin;100
veneto;23;1993;2015;tmax;100
veneto;23;1993;2015;tmin;100
veneto;230;1993;2015;tmax;100
veneto;230;1993;2015;tmin;100
veneto;255;1993;2015;tmax;100
veneto;255;1993;2015;tmin;100
veneto;26;1993;2015;tmax;100
veneto;26;1993;2015;tmin;100
veneto;3;1993;2015;tmax;100
veneto;3;1993;2015;tmin;100
veneto;32;1993;2015;tmax;100
veneto;32;1993;2015;tmin;100
veneto;51;1993;2015;tmax;100
veneto;51;1993;2015;tmin;100
veneto;57;1993;2015;tmax;100
veneto;57;1993;2015;tmin;100
veneto;59;1993;2015;tmax;100
veneto;59;1993;2015;tmin;100
veneto;6;1993;2015;tmax;100
veneto;6;1993;2015;tmin;100
veneto;61;1993;2015;tmax;100
veneto;61;1993;2015;tmin;100
veneto;62;1993;2015;tmax;100
veneto;62;1993;2015;tmin;100
veneto;68;1993;2015;tmax;100
veneto;68;1993;2015;tmin;100
veneto;7;1993;2015;tmax;95
veneto;7;1993;2015;tmin;95
veneto;81;1993;2015;tmax;100
veneto;81;1993;2015;tmin;100
veneto;83;1993;2015;tmax;100
veneto;83;1993;2015;tmin;100
veneto;9;1993;2015;tmax;95
veneto;9;1993;2015;tmin;95
veneto;94;1993;2015;tmax;100
veneto;94;1993;2015;tmin;100
veneto;134;1994;2013;tmax;95
veneto;134;1994;2013;tmin;95
veneto;163;1994;2013;tmax;95
veneto;163;1994;2013;tmin;95
veneto;100;1994;2015;tmax;95
veneto;100;1994;2015;tmin;95
veneto;135;1994;2015;tmax;95
veneto;135;1994;2015;tmin;95
veneto;174;1994;2015;tmax;100
veneto;174;1994;2015;tmin;100
veneto;251;1994;2015;tmax;100
veneto;251;1994;2015;tmin;100
veneto;253;1994;2015;tmax;100
veneto;253;1994;2015;tmin;100
veneto;261;1994;2015;tmax;100
veneto;261;1994;2015;tmin;100
veneto;262;1994;2015;tmax;100
veneto;262;1994;2015;tmin;100
veneto;38;1995;2015;tmax;100
veneto;38;1995;2015;tmin;100
veneto;47;1995;2015;tmax;100
veneto;47;1995;2015;tmin;100
veneto;48;1995;2015;tmax;100
veneto;48;1995;2015;tmin;100
veneto;88;1995;2015;tmax;100
veneto;88;1995;2015;tmin;100
veneto;20;1996;2015;tmax;100
veneto;20;1996;2015;tmin;100
veneto;21;1996;2015;tmax;100
veneto;21;1996;2015;tmin;100
veneto;64;1996;2015;tmax;100
veneto;64;1996;2015;tmin;100
veneto;67;1996;2015;tmax;100
veneto;67;1996;2015;tmin;100
veneto;90;1996;2015;tmax;95
veneto;90;1996;2015;tmin;95
veneto;101;1997;2015;tmax;95
veneto;101;1997;2015;tmin;95
veneto;102;1997;2015;tmax;100
veneto;102;1997;2015;tmin;100
veneto;237;1997;2015;tmax;100
veneto;237;1997;2015;tmin;100
veneto;92;1997;2015;tmax;95
veneto;92;1997;2015;tmin;95
veneto;95;1997;2015;tmax;100
veneto;95;1997;2015;tmin;100
veneto;96;1997;2015;tmax;90
veneto;96;1997;2015;tmin;90
veneto;144;1998;2013;tmax;95
veneto;144;1998;2013;tmin;95
veneto;103;1998;2015;tmax;100
veneto;103;1998;2015;tmin;100
veneto;104;1998;2015;tmax;100
veneto;104;1998;2015;tmin;100
veneto;105;1998;2015;tmax;95
veneto;105;1998;2015;tmin;95
veneto;34;1998;2015;tmax;100
veneto;34;1998;2015;tmin;100
veneto;118;1999;2015;tmax;100
veneto;118;1999;2015;tmin;100
veneto;108;2000;2015;tmax;100
veneto;108;2000;2015;tmin;100
veneto;120;2000;2015;tmax;100
veneto;120;2000;2015;tmin;100
veneto;97;2000;2015;tmax;100
veneto;97;2000;2015;tmin;100
veneto;106;2001;2015;tmax;95
veneto;106;2001;2015;tmin;95
veneto;107;2001;2015;tmax;100
veneto;107;2001;2015;tmin;100
veneto;112;2001;2015;tmax;100
veneto;112;2001;2015;tmin;100
veneto;113;2001;2015;tmax;100
veneto;113;2001;2015;tmin;100
veneto;121;2001;2015;tmax;100
veneto;121;2001;2015;tmin;100
veneto;122;2002;2015;tmax;100
veneto;122;2002;2015;tmin;100
veneto;30;2002;2015;tmax;100
veneto;30;2002;2015;tmin;100
veneto;31;2002;2015;tmax;100
veneto;31;2002;2015;tmin;100
veneto;115;2003;2015;tmax;100
veneto;115;2003;2015;tmin;100
veneto;60;2003;2015;tmax;100
veneto;60;2003;2015;tmin;100
veneto;99;2003;2015;tmax;100
veneto;99;2003;2015;tmin;100
veneto;167;2004;2013;tmax;100
veneto;167;2004;2013;tmin;100
veneto;246;2004;2015;tmax;100
veneto;246;2004;2015;tmin;100
veneto;50;2004;2015;tmax;100
veneto;50;2004;2015;tmin;100
veneto;123;2005;2015;tmax;100
veneto;123;2005;2015;tmin;100
veneto;124;2005;2015;tmax;100
veneto;124;2005;2015;tmin;100
veneto;125;2005;2015;tmax;100
veneto;125;2005;2015;tmin;100
veneto;126;2005;2015;tmax;100
veneto;126;2005;2015;tmin;100
veneto;127;2006;2015;tmax;100
veneto;127;2006;2015;tmin;100
